Level	Rogue	Druid	Hunter	Mage	Paladin	Priest	Shaman	Warlock	Warrior	Death Knight	Monk	Demon Hunter
75	0	4060	0	20300	4060	20300	4060	20300	0	0	20300	0
76	0	4180	0	20900	4180	20900	4180	20900	0	0	20900	0
77	0	4360	0	21800	4360	21800	4360	21800	0	0	21800	0
78	0	4600	0	23000	4600	23000	4600	23000	0	0	23000	0
79	0	4680	0	23400	4680	23400	4680	23400	0	0	23400	0
80	0	4880	0	24400	4880	24400	4880	24400	0	0	24400	0
81	0	5100	0	25500	5100	25500	5100	25500	0	0	25500	0
82	0	5280	0	26400	5280	26400	5280	26400	0	0	26400	0
83	0	5520	0	27600	5520	27600	5520	27600	0	0	27600	0
84	0	5780	0	28900	5780	28900	5780	28900	0	0	28900	0
85	0	6000	0	30000	6000	30000	6000	30000	0	0	30000	0
86	0	6400	0	32000	6400	32000	6400	32000	0	0	32000	0
87	0	6600	0	33000	6600	33000	6600	33000	0	0	33000	0
88	0	6800	0	34000	6800	34000	6800	34000	0	0	34000	0
89	0	7200	0	36000	7200	36000	7200	36000	0	0	36000	0
90	0	7400	0	37000	7400	37000	7400	37000	0	0	37000	0
91	0	10200	0	51000	10200	51000	10200	51000	0	0	51000	0
92	0	13000	0	65000	13000	65000	13000	65000	0	0	65000	0
93	0	15600	0	78000	15600	78000	15600	78000	0	0	78000	0
94	0	19400	0	97000	19400	97000	19400	97000	0	0	97000	0
95	0	24000	0	120000	24000	120000	24000	120000	0	0	120000	0
96	0	27600	0	138000	27600	138000	27600	138000	0	0	138000	0
97	0	28800	0	144000	28800	144000	28800	144000	0	0	144000	0
98	0	30000	0	150000	30000	150000	30000	150000	0	0	150000	0
99	0	31000	0	155000	31000	155000	31000	155000	0	0	155000	0
100	0	32000	0	160000	32000	160000	32000	160000	0	0	160000	0
101	0	76000	0	380000	76000	380000	76000	380000	0	0	380000	0
102	0	86000	0	430000	86000	430000	86000	430000	0	0	430000	0
103	0	100000	0	500000	100000	500000	100000	500000	0	0	500000	0
104	0	114000	0	570000	114000	570000	114000	570000	0	0	570000	0
105	0	128000	0	640000	128000	640000	128000	640000	0	0	640000	0
106	0	140000	0	700000	140000	700000	140000	700000	0	0	700000	0
107	0	160000	0	800000	160000	800000	160000	800000	0	0	800000	0
108	0	180000	0	900000	180000	900000	180000	900000	0	0	900000	0
109	0	200000	0	1000000	200000	1000000	200000	1000000	0	0	1000000	0
110	0	220000	0	1100000	220000	1100000	220000	1100000	0	0	1100000	0
111	0	220000	0	1100000	220000	1100000	220000	1100000	0	0	1100000	0
112	0	220000	0	1100000	220000	1100000	220000	1100000	0	0	1100000	0
113	0	220000	0	1100000	220000	1100000	220000	1100000	0	0	1100000	0
114	0	220000	0	1100000	220000	1100000	220000	1100000	0	0	1100000	0
115	0	220000	0	1100000	220000	1100000	220000	1100000	0	0	1100000	0
116	0	220000	0	1100000	220000	1100000	220000	1100000	0	0	1100000	0
117	0	220000	0	1100000	220000	1100000	220000	1100000	0	0	1100000	0
118	0	220000	0	1100000	220000	1100000	220000	1100000	0	0	1100000	0
119	0	220000	0	1100000	220000	1100000	220000	1100000	0	0	1100000	0
120	0	220000	0	1100000	220000	1100000	220000	1100000	0	0	1100000	0
121	0	220000	0	1100000	220000	1100000	220000	1100000	0	0	1100000	0
122	0	220000	0	1100000	220000	1100000	220000	1100000	0	0	1100000	0
123	0	220000	0	1100000	220000	1100000	220000	1100000	0	0	1100000	0
