Level	Warrior	Paladin	Hunter	Rogue	Priest	Death Knight	Shaman	Mage	Warlock	Monk	Druid
49	40.492800	40.492800	0.000000	40.492800	0.000000	0.000000	0.000000	37.455800	0.000000	0.000000	0.000000
50	41.384900	41.384900	0.000000	41.384900	0.000000	0.000000	0.000000	38.281000	0.000000	0.000000	0.000000
51	43.950000	43.950000	0.000000	43.950000	0.000000	0.000000	0.000000	40.653700	0.000000	0.000000	0.000000
52	45.124300	45.124300	0.000000	45.124300	0.000000	0.000000	0.000000	41.740000	0.000000	0.000000	0.000000
53	45.997100	45.997100	0.000000	45.997100	0.000000	0.000000	0.000000	42.547300	0.000000	0.000000	0.000000
54	46.953300	46.953300	0.000000	46.953300	0.000000	0.000000	0.000000	43.431800	0.000000	0.000000	0.000000
55	47.996400	47.996400	0.000000	47.996400	0.000000	0.000000	0.000000	44.396700	0.000000	0.000000	0.000000
56	50.763100	50.763100	0.000000	50.763100	0.000000	0.000000	0.000000	46.955900	0.000000	0.000000	0.000000
57	51.921600	51.921600	0.000000	51.921600	0.000000	0.000000	0.000000	48.027500	0.000000	0.000000	0.000000
58	52.969700	52.969700	0.000000	52.969700	0.000000	0.000000	0.000000	48.996900	0.000000	0.000000	0.000000
59	53.951200	53.951200	0.000000	53.951200	0.000000	0.000000	0.000000	49.904800	0.000000	0.000000	0.000000
60	66.844400	66.844400	0.000000	66.844400	0.000000	0.000000	0.000000	61.831100	0.000000	0.000000	0.000000
61	76.608200	76.608200	0.000000	76.608200	0.000000	0.000000	0.000000	70.862600	0.000000	0.000000	0.000000
62	87.798200	87.798200	0.000000	87.798200	0.000000	0.000000	0.000000	81.213300	0.000000	0.000000	0.000000
63	100.623000	100.623000	0.000000	100.623000	0.000000	0.000000	0.000000	93.075900	0.000000	0.000000	0.000000
64	115.320000	115.320000	0.000000	115.320000	0.000000	0.000000	0.000000	106.671000	0.000000	0.000000	0.000000
65	132.165000	132.165000	0.000000	132.165000	0.000000	0.000000	0.000000	122.252000	0.000000	0.000000	0.000000
66	151.470000	151.470000	0.000000	151.470000	0.000000	0.000000	0.000000	140.110000	0.000000	0.000000	0.000000
67	173.595000	173.595000	0.000000	173.595000	0.000000	0.000000	0.000000	160.575000	0.000000	0.000000	0.000000
68	261.316000	261.316000	0.000000	261.316000	0.000000	0.000000	0.000000	241.717000	0.000000	0.000000	0.000000
69	285.382000	285.382000	0.000000	285.382000	0.000000	0.000000	0.000000	263.978000	0.000000	0.000000	0.000000
70	309.447000	309.447000	0.000000	309.447000	0.000000	0.000000	0.000000	286.239000	0.000000	0.000000	0.000000
71	318.457000	318.457000	0.000000	318.457000	0.000000	0.000000	0.000000	294.573000	0.000000	0.000000	0.000000
72	327.728000	327.728000	0.000000	327.728000	0.000000	0.000000	0.000000	303.149000	0.000000	0.000000	0.000000
73	337.270000	337.270000	0.000000	337.270000	0.000000	0.000000	0.000000	311.975000	0.000000	0.000000	0.000000
74	347.090000	347.090000	0.000000	347.090000	0.000000	0.000000	0.000000	321.058000	0.000000	0.000000	0.000000
75	357.195000	357.195000	0.000000	357.195000	0.000000	0.000000	0.000000	330.405000	0.000000	0.000000	0.000000
76	367.595000	367.595000	0.000000	367.595000	0.000000	0.000000	0.000000	340.025000	0.000000	0.000000	0.000000
77	378.297000	378.297000	0.000000	378.297000	0.000000	0.000000	0.000000	349.925000	0.000000	0.000000	0.000000
78	389.311000	389.311000	0.000000	389.311000	0.000000	0.000000	0.000000	360.113000	0.000000	0.000000	0.000000
79	400.645000	400.645000	0.000000	400.645000	0.000000	0.000000	0.000000	370.597000	0.000000	0.000000	0.000000
80	412.310000	412.310000	0.000000	412.310000	0.000000	0.000000	0.000000	381.387000	0.000000	0.000000	0.000000
81	424.314000	424.314000	0.000000	424.314000	0.000000	0.000000	0.000000	392.491000	0.000000	0.000000	0.000000
82	436.668000	436.668000	0.000000	436.668000	0.000000	0.000000	0.000000	403.918000	0.000000	0.000000	0.000000
83	449.381000	449.381000	0.000000	449.381000	0.000000	0.000000	0.000000	415.678000	0.000000	0.000000	0.000000
84	456.197000	456.197000	0.000000	456.197000	0.000000	0.000000	0.000000	421.982000	0.000000	0.000000	0.000000
85	463.116000	463.116000	0.000000	463.116000	0.000000	0.000000	0.000000	428.383000	0.000000	0.000000	0.000000
86	470.140000	470.140000	0.000000	470.140000	0.000000	0.000000	0.000000	434.880000	0.000000	0.000000	0.000000
87	477.271000	477.271000	0.000000	477.271000	0.000000	0.000000	0.000000	441.476000	0.000000	0.000000	0.000000
88	484.510000	484.510000	0.000000	484.510000	0.000000	0.000000	0.000000	448.172000	0.000000	0.000000	0.000000
89	491.858000	491.858000	0.000000	491.858000	0.000000	0.000000	0.000000	454.969000	0.000000	0.000000	0.000000
90	499.318000	499.318000	0.000000	499.318000	0.000000	0.000000	0.000000	461.870000	0.000000	0.000000	0.000000
91	506.892000	506.892000	0.000000	506.892000	0.000000	0.000000	0.000000	468.875000	0.000000	0.000000	0.000000
92	514.580000	514.580000	0.000000	514.580000	0.000000	0.000000	0.000000	475.986000	0.000000	0.000000	0.000000
93	522.384000	522.384000	0.000000	522.384000	0.000000	0.000000	0.000000	483.205000	0.000000	0.000000	0.000000
94	530.307000	530.307000	0.000000	530.307000	0.000000	0.000000	0.000000	490.534000	0.000000	0.000000	0.000000
95	538.350000	538.350000	0.000000	538.350000	0.000000	0.000000	0.000000	497.974000	0.000000	0.000000	0.000000
96	546.516000	546.516000	0.000000	546.516000	0.000000	0.000000	0.000000	505.527000	0.000000	0.000000	0.000000
97	554.805000	554.805000	0.000000	554.805000	0.000000	0.000000	0.000000	513.194000	0.000000	0.000000	0.000000
98	563.219000	563.219000	0.000000	563.219000	0.000000	0.000000	0.000000	520.978000	0.000000	0.000000	0.000000
99	571.762000	571.762000	0.000000	571.762000	0.000000	0.000000	0.000000	528.879000	0.000000	0.000000	0.000000
100	580.433000	580.433000	0.000000	580.433000	0.000000	0.000000	0.000000	536.901000	0.000000	0.000000	0.000000
