Level	Rogue	Druid	Hunter	Mage	Paladin	Priest	Shaman	Warlock	Warrior	Death Knight	Monk	Demon Hunter
73	339.7272727	0	0	314.2477273	339.7272727	0	0	0	339.7272727	0	0	0
74	349.1454545	0	0	322.9595455	349.1454545	0	0	0	349.1454545	0	0	0
75	362.7272727	0	0	335.5227273	362.7272727	0	0	0	362.7272727	0	0	0
76	382.9090909	0	0	354.1909091	382.9090909	0	0	0	382.9090909	0	0	0
77	394.1818182	0	0	364.6181818	394.1818182	0	0	0	394.1818182	0	0	0
78	418.4727273	0	0	387.0872727	418.4727273	0	0	0	418.4727273	0	0	0
79	420.7636364	0	0	389.2063636	420.7636364	0	0	0	420.7636364	0	0	0
80	433.1272727	0	0	400.6427273	433.1272727	0	0	0	433.1272727	0	0	0
81	469.0909091	0	0	433.9090909	469.0909091	0	0	0	469.0909091	0	0	0
82	474.5636364	0	0	438.9713636	474.5636364	0	0	0	474.5636364	0	0	0
83	503.2	0	0	465.46	503.2	0	0	0	503.2	0	0	0
84	526.9090909	0	0	487.3909091	526.9090909	0	0	0	526.9090909	0	0	0
85	540.0727273	0	0	499.5672727	540.0727273	0	0	0	540.0727273	0	0	0
86	591.7090909	0	0	547.3309091	591.7090909	0	0	0	591.7090909	0	0	0
87	602.1818182	0	0	557.0181818	602.1818182	0	0	0	602.1818182	0	0	0
88	616.1454545	0	0	569.9345455	616.1454545	0	0	0	616.1454545	0	0	0
89	647.6909091	0	0	599.1140909	647.6909091	0	0	0	647.6909091	0	0	0
90	657.4909091	0	0	608.1790909	657.4909091	0	0	0	657.4909091	0	0	0
91	676.6335353	0	0	625.8860202	676.6335353	0	0	0	676.6335353	0	0	0
92	696.3333167	0	0	644.108318	696.3333167	0	0	0	696.3333167	0	0	0
93	716.606784	0	0	662.8612752	716.606784	0	0	0	716.606784	0	0	0
94	1231.056429	0	0	1138.727196	1231.056429	0	0	0	1231.056429	0	0	0
95	1231.056429	0	0	1138.727196	1231.056429	0	0	0	1231.056429	0	0	0
96	1231.056429	0	0	1138.727196	1231.056429	0	0	0	1231.056429	0	0	0
97	1231.056429	0	0	1138.727196	1231.056429	0	0	0	1231.056429	0	0	0
98	1231.056429	0	0	1138.727196	1231.056429	0	0	0	1231.056429	0	0	0
99	1231.056429	0	0	1138.727196	1231.056429	0	0	0	1231.056429	0	0	0
100	1231.056429	0	0	1138.727196	1231.056429	0	0	0	1231.056429	0	0	0
101	1231.056429	0	0	1138.727196	1231.056429	0	0	0	1231.056429	0	0	0
102	1231.056429	0	0	1138.727196	1231.056429	0	0	0	1231.056429	0	0	0
103	1231.056429	0	0	1138.727196	1231.056429	0	0	0	1231.056429	0	0	0
104	1231.056429	0	0	1138.727196	1231.056429	0	0	0	1231.056429	0	0	0
105	1231.056429	0	0	1138.727196	1231.056429	0	0	0	1231.056429	0	0	0
106	1231.056429	0	0	1138.727196	1231.056429	0	0	0	1231.056429	0	0	0
107	1231.056429	0	0	1138.727196	1231.056429	0	0	0	1231.056429	0	0	0
108	1231.056429	0	0	1138.727196	1231.056429	0	0	0	1231.056429	0	0	0
109	1231.056429	0	0	1138.727196	1231.056429	0	0	0	1231.056429	0	0	0
110	1231.056429	0	0	1138.727196	1231.056429	0	0	0	1231.056429	0	0	0
111	1231.056429	0	0	1138.727196	1231.056429	0	0	0	1231.056429	0	0	0
112	1231.056429	0	0	1138.727196	1231.056429	0	0	0	1231.056429	0	0	0
113	1231.056429	0	0	1138.727196	1231.056429	0	0	0	1231.056429	0	0	0
114	1231.056429	0	0	1138.727196	1231.056429	0	0	0	1231.056429	0	0	0
115	1231.056429	0	0	1138.727196	1231.056429	0	0	0	1231.056429	0	0	0
116	1231.056429	0	0	1138.727196	1231.056429	0	0	0	1231.056429	0	0	0
117	1231.056429	0	0	1138.727196	1231.056429	0	0	0	1231.056429	0	0	0
118	1231.056429	0	0	1138.727196	1231.056429	0	0	0	1231.056429	0	0	0
119	1231.056429	0	0	1138.727196	1231.056429	0	0	0	1231.056429	0	0	0
120	1231.056429	0	0	1138.727196	1231.056429	0	0	0	1231.056429	0	0	0
121	1231.056429	0	0	1138.727196	1231.056429	0	0	0	1231.056429	0	0	0
122	1231.056429	0	0	1138.727196	1231.056429	0	0	0	1231.056429	0	0	0
123	1231.056429	0	0	1138.727196	1231.056429	0	0	0	1231.056429	0	0	0
