Level	Rogue	Druid	Hunter	Mage	Paladin	Priest	Shaman	Warlock	Warrior	Death Knight	Monk	Demon Hunter
73	339.7272727	0	0	314.2477273	339.7272727	0	0	0	339.7272727	0	0	0
74	349.1454545	0	0	322.9595455	349.1454545	0	0	0	349.1454545	0	0	0
75	362.7272727	0	0	335.5227273	362.7272727	0	0	0	362.7272727	0	0	0
76	382.9090909	0	0	354.1909091	382.9090909	0	0	0	382.9090909	0	0	0
77	394.1818182	0	0	364.6181818	394.1818182	0	0	0	394.1818182	0	0	0
78	418.4727273	0	0	387.0872727	418.4727273	0	0	0	418.4727273	0	0	0
79	420.7636364	0	0	389.2063636	420.7636364	0	0	0	420.7636364	0	0	0
80	433.1272727	0	0	400.6427273	433.1272727	0	0	0	433.1272727	0	0	0
81	469.0909091	0	0	433.9090909	469.0909091	0	0	0	469.0909091	0	0	0
82	474.5636364	0	0	438.9713636	474.5636364	0	0	0	474.5636364	0	0	0
83	503.2	0	0	465.46	503.2	0	0	0	503.2	0	0	0
84	526.9090909	0	0	487.3909091	526.9090909	0	0	0	526.9090909	0	0	0
85	540.0727273	0	0	499.5672727	540.0727273	0	0	0	540.0727273	0	0	0
86	591.7090909	0	0	547.3309091	591.7090909	0	0	0	591.7090909	0	0	0
87	602.1818182	0	0	557.0181818	602.1818182	0	0	0	602.1818182	0	0	0
88	616.1454545	0	0	569.9345455	616.1454545	0	0	0	616.1454545	0	0	0
89	647.6909091	0	0	599.1140909	647.6909091	0	0	0	647.6909091	0	0	0
90	847.125	0	0	783.590625	847.125	0	0	0	847.125	0	0	0
91	1161	0	0	1073.925	1161	0	0	0	1161	0	0	0
92	1425.06	0	0	1318.1805	1425.06	0	0	0	1425.06	0	0	0
93	1796.76	0	0	1662.003	1796.76	0	0	0	1796.76	0	0	0
94	2179.35	0	0	2015.89875	2179.35	0	0	0	2179.35	0	0	0
95	2646	0	0	2447.55	2646	0	0	0	2646	0	0	0
96	3114.45	0	0	2880.86625	3114.45	0	0	0	3114.45	0	0	0
97	3238.65	0	0	2995.75125	3238.65	0	0	0	3238.65	0	0	0
98	4037.04	0	0	3734.262	4037.04	0	0	0	4037.04	0	0	0
99	4885.65	0	0	4519.22625	4885.65	0	0	0	4885.65	0	0	0
100	5940	0	0	5494.5	5940	0	0	0	5940	0	0	0
101	8521.627119	0	0	7882.505085	8521.627119	0	0	0	8521.627119	0	0	0
102	9857.005715	0	0	9117.730286	9857.005715	0	0	0	9857.005715	0	0	0
103	11604.28235	0	0	10733.96118	11604.28235	0	0	0	11604.28235	0	0	0
104	13513.74545	0	0	12500.21455	13513.74545	0	0	0	13513.74545	0	0	0
105	15705.9	0	0	14527.9575	15705.9	0	0	0	15705.9	0	0	0
106	17571.66879	0	0	16253.79363	17571.66879	0	0	0	17571.66879	0	0	0
107	19600.94118	0	0	18130.87059	19600.94118	0	0	0	19600.94118	0	0	0
108	22096.21622	0	0	20439	22096.21622	0	0	0	22096.21622	0	0	0
109	24759.78207	0	0	22902.79842	24759.78207	0	0	0	24759.78207	0	0	0
110	32835.6	0	0	30372.93	32835.6	0	0	0	32835.6	0	0	0
111	33791.11596	0	0	31256.78226	33791.11596	0	0	0	33791.11596	0	0	0
112	34774.43744	0	0	32166.35463	34774.43744	0	0	0	34774.43744	0	0	0
113	35786.37357	0	0	33102.39555	35786.37357	0	0	0	35786.37357	0	0	0
114	35786.37357	0	0	33102.39555	35786.37357	0	0	0	35786.37357	0	0	0
115	35786.37357	0	0	33102.39555	35786.37357	0	0	0	35786.37357	0	0	0
116	35786.37357	0	0	33102.39555	35786.37357	0	0	0	35786.37357	0	0	0
117	35786.37357	0	0	33102.39555	35786.37357	0	0	0	35786.37357	0	0	0
118	35786.37357	0	0	33102.39555	35786.37357	0	0	0	35786.37357	0	0	0
119	35786.37357	0	0	33102.39555	35786.37357	0	0	0	35786.37357	0	0	0
120	35786.37357	0	0	33102.39555	35786.37357	0	0	0	35786.37357	0	0	0
121	35786.37357	0	0	33102.39555	35786.37357	0	0	0	35786.37357	0	0	0
122	35786.37357	0	0	33102.39555	35786.37357	0	0	0	35786.37357	0	0	0
123	35786.37357	0	0	33102.39555	35786.37357	0	0	0	35786.37357	0	0	0
