Level	Warrior	Paladin	Hunter	Rogue	Priest	Death Knight	Shaman	Mage	Warlock	Monk	Druid
48	2423.000000	2423.000000	2423.000000	2423.000000	2423.000000	2423.000000	2423.000000	2423.000000	2423.000000	2423.000000	2423.000000
49	2506.000000	2506.000000	2506.000000	2506.000000	2506.000000	2506.000000	2506.000000	2506.000000	2506.000000	2506.000000	2506.000000
50	2627.000000	2627.000000	2627.000000	2627.000000	2627.000000	2627.000000	2627.000000	2627.000000	2627.000000	2627.000000	2627.000000
51	2754.000000	2754.000000	2754.000000	2754.000000	2754.000000	2754.000000	2754.000000	2754.000000	2754.000000	2754.000000	2754.000000
52	2885.000000	2885.000000	2885.000000	2885.000000	2885.000000	2885.000000	2885.000000	2885.000000	2885.000000	2885.000000	2885.000000
53	3022.000000	3022.000000	3022.000000	3022.000000	3022.000000	3022.000000	3022.000000	3022.000000	3022.000000	3022.000000	3022.000000
54	3163.000000	3163.000000	3163.000000	3163.000000	3163.000000	3163.000000	3163.000000	3163.000000	3163.000000	3163.000000	3163.000000
55	3309.000000	3309.000000	3309.000000	3309.000000	3309.000000	3309.000000	3309.000000	3309.000000	3309.000000	3309.000000	3309.000000
56	3460.000000	3460.000000	3460.000000	3460.000000	3460.000000	3460.000000	3460.000000	3460.000000	3460.000000	3460.000000	3460.000000
57	3616.000000	3616.000000	3616.000000	3616.000000	3616.000000	3616.000000	3616.000000	3616.000000	3616.000000	3616.000000	3616.000000
58	3680.000000	3680.000000	3680.000000	3680.000000	3680.000000	3680.000000	3680.000000	3680.000000	3680.000000	3680.000000	3680.000000
59	3743.000000	3743.000000	3743.000000	3743.000000	3743.000000	3743.000000	3743.000000	3743.000000	3743.000000	3743.000000	3743.000000
60	3807.000000	3807.000000	3807.000000	3807.000000	3807.000000	3807.000000	3807.000000	3807.000000	3807.000000	3807.000000	3807.000000
61	3871.000000	3871.000000	3871.000000	3871.000000	3871.000000	3871.000000	3871.000000	3871.000000	3871.000000	3871.000000	3871.000000
62	3934.000000	3934.000000	3934.000000	3934.000000	3934.000000	3934.000000	3934.000000	3934.000000	3934.000000	3934.000000	3934.000000
63	3998.000000	3998.000000	3998.000000	3998.000000	3998.000000	3998.000000	3998.000000	3998.000000	3998.000000	3998.000000	3998.000000
64	4062.000000	4062.000000	4062.000000	4062.000000	4062.000000	4062.000000	4062.000000	4062.000000	4062.000000	4062.000000	4062.000000
65	4126.000000	4126.000000	4126.000000	4126.000000	4126.000000	4126.000000	4126.000000	4126.000000	4126.000000	4126.000000	4126.000000
66	4189.000000	4189.000000	4189.000000	4189.000000	4189.000000	4189.000000	4189.000000	4189.000000	4189.000000	4189.000000	4189.000000
67	4253.000000	4253.000000	4253.000000	4253.000000	4253.000000	4253.000000	4253.000000	4253.000000	4253.000000	4253.000000	4253.000000
68	4317.000000	4317.000000	4317.000000	4317.000000	4317.000000	4317.000000	4317.000000	4317.000000	4317.000000	4317.000000	4317.000000
69	4380.000000	4380.000000	4380.000000	4380.000000	4380.000000	4380.000000	4380.000000	4380.000000	4380.000000	4380.000000	4380.000000
70	4444.000000	4444.000000	4444.000000	4444.000000	4444.000000	4444.000000	4444.000000	4444.000000	4444.000000	4444.000000	4444.000000
71	4720.000000	4720.000000	4720.000000	4720.000000	4720.000000	4720.000000	4720.000000	4720.000000	4720.000000	4720.000000	4720.000000
72	5013.000000	5013.000000	5013.000000	5013.000000	5013.000000	5013.000000	5013.000000	5013.000000	5013.000000	5013.000000	5013.000000
73	5325.000000	5325.000000	5325.000000	5325.000000	5325.000000	5325.000000	5325.000000	5325.000000	5325.000000	5325.000000	5325.000000
74	5656.000000	5656.000000	5656.000000	5656.000000	5656.000000	5656.000000	5656.000000	5656.000000	5656.000000	5656.000000	5656.000000
75	6008.000000	6008.000000	6008.000000	6008.000000	6008.000000	6008.000000	6008.000000	6008.000000	6008.000000	6008.000000	6008.000000
76	6381.000000	6381.000000	6381.000000	6381.000000	6381.000000	6381.000000	6381.000000	6381.000000	6381.000000	6381.000000	6381.000000
77	6778.000000	6778.000000	6778.000000	6778.000000	6778.000000	6778.000000	6778.000000	6778.000000	6778.000000	6778.000000	6778.000000
78	7199.000000	7199.000000	7199.000000	7199.000000	7199.000000	7199.000000	7199.000000	7199.000000	7199.000000	7199.000000	7199.000000
79	7646.000000	7646.000000	7646.000000	7646.000000	7646.000000	7646.000000	7646.000000	7646.000000	7646.000000	7646.000000	7646.000000
80	8121.000000	8121.000000	8121.000000	8121.000000	8121.000000	8121.000000	8121.000000	8121.000000	8121.000000	8121.000000	8121.000000
81	11349.000000	11349.000000	11349.000000	11349.000000	11349.000000	11349.000000	11349.000000	11349.000000	11349.000000	11349.000000	11349.000000
82	15860.000000	15860.000000	15860.000000	15860.000000	15860.000000	15860.000000	15860.000000	15860.000000	15860.000000	15860.000000	15860.000000
83	22164.000000	22164.000000	22164.000000	22164.000000	22164.000000	22164.000000	22164.000000	22164.000000	22164.000000	22164.000000	22164.000000
84	30974.000000	30974.000000	30974.000000	30974.000000	30974.000000	30974.000000	30974.000000	30974.000000	30974.000000	30974.000000	30974.000000
85	43285.000000	43285.000000	43285.000000	43285.000000	43285.000000	43285.000000	43285.000000	43285.000000	43285.000000	43285.000000	43285.000000
86	55250.000000	55250.000000	55250.000000	55250.000000	55250.000000	55250.000000	55250.000000	55250.000000	55250.000000	55250.000000	55250.000000
87	70523.000000	70523.000000	70523.000000	70523.000000	70523.000000	70523.000000	70523.000000	70523.000000	70523.000000	70523.000000	70523.000000
88	90017.000000	90017.000000	90017.000000	90017.000000	90017.000000	90017.000000	90017.000000	90017.000000	90017.000000	90017.000000	90017.000000
89	114901.000000	114901.000000	114901.000000	114901.000000	114901.000000	114901.000000	114901.000000	114901.000000	114901.000000	114901.000000	114901.000000
90	146663.000000	146663.000000	146663.000000	146663.000000	146663.000000	146663.000000	146663.000000	146663.000000	146663.000000	146663.000000	146663.000000
91	187204.000000	187204.000000	187204.000000	187204.000000	187204.000000	187204.000000	187204.000000	187204.000000	187204.000000	187204.000000	187204.000000
92	238953.000000	238953.000000	238953.000000	238953.000000	238953.000000	238953.000000	238953.000000	238953.000000	238953.000000	238953.000000	238953.000000
93	305006.000000	305006.000000	305006.000000	305006.000000	305006.000000	305006.000000	305006.000000	305006.000000	305006.000000	305006.000000	305006.000000
94	389318.000000	389318.000000	389318.000000	389318.000000	389318.000000	389318.000000	389318.000000	389318.000000	389318.000000	389318.000000	389318.000000
95	496937.000000	496937.000000	496937.000000	496937.000000	496937.000000	496937.000000	496937.000000	496937.000000	496937.000000	496937.000000	496937.000000
96	634304.000000	634304.000000	634304.000000	634304.000000	634304.000000	634304.000000	634304.000000	634304.000000	634304.000000	634304.000000	634304.000000
97	809644.000000	809644.000000	809644.000000	809644.000000	809644.000000	809644.000000	809644.000000	809644.000000	809644.000000	809644.000000	809644.000000
98	1033452.000000	1033452.000000	1033452.000000	1033452.000000	1033452.000000	1033452.000000	1033452.000000	1033452.000000	1033452.000000	1033452.000000	1033452.000000
99	1319127.000000	1319127.000000	1319127.000000	1319127.000000	1319127.000000	1319127.000000	1319127.000000	1319127.000000	1319127.000000	1319127.000000	1319127.000000
100	1683771.000000	1683771.000000	1683771.000000	1683771.000000	1683771.000000	1683771.000000	1683771.000000	1683771.000000	1683771.000000	1683771.000000	1683771.000000
