Level	Warrior	Paladin	Hunter	Rogue	Priest	Death Knight	Shaman	Mage	Warlock	Monk	Druid
61	10000.000000	63.082008	10000.000000	10000.000000	67.508308	10000.000000	61.013687	69.883934	62.870487	61.905556	61.905556
62	10000.000000	64.884346	10000.000000	10000.000000	69.102989	10000.000000	63.081818	69.883934	64.923058	63.863041	63.863041
63	10000.000000	67.287476	10000.000000	10000.000000	70.166115	10000.000000	65.794640	69.883934	67.740944	66.558823	66.558823
64	10000.000000	69.089813	10000.000000	10000.000000	71.760796	10000.000000	68.148849	70.128281	70.006989	68.627411	68.627411
65	10000.000000	71.492943	10000.000000	10000.000000	73.089699	10000.000000	70.301384	70.372635	72.208092	70.633392	70.633392
66	10000.000000	73.295280	10000.000000	10000.000000	74.418602	10000.000000	72.530678	72.571777	74.341438	72.823944	72.823944
67	10000.000000	74.496849	10000.000000	10000.000000	75.747505	10000.000000	74.693489	74.770920	76.761703	74.946419	74.946419
68	10000.000000	76.299187	10000.000000	10000.000000	77.076408	10000.000000	76.488655	76.237022	78.532944	76.576591	76.576591
69	10000.000000	78.101532	10000.000000	10000.000000	78.671097	10000.000000	78.256569	77.947464	79.263077	78.303856	78.303856
70	10000.000000	79.903877	10000.000000	10000.000000	80.000000	10000.000000	80.000000	79.902260	80.000000	80.000000	80.000000
71	10000.000000	86.010994	10000.000000	10000.000000	86.010994	10000.000000	86.010994	86.010994	86.010994	86.010994	86.010994
72	10000.000000	92.608429	10000.000000	10000.000000	92.608429	10000.000000	92.608429	92.608429	92.608429	92.608429	92.608429
73	10000.000000	99.450211	10000.000000	10000.000000	99.450211	10000.000000	99.450211	99.450211	99.450211	99.450211	99.450211
74	10000.000000	107.025050	10000.000000	10000.000000	107.025050	10000.000000	107.025050	107.025050	107.025050	107.025050	107.025050
75	10000.000000	115.088580	10000.000000	10000.000000	115.088580	10000.000000	115.088580	115.088580	115.088580	115.088580	115.088580
76	10000.000000	123.885150	10000.000000	10000.000000	123.885150	10000.000000	123.885150	123.885150	123.885150	123.885150	123.885150
77	10000.000000	133.414780	10000.000000	10000.000000	133.414780	10000.000000	133.414780	133.414780	133.414780	133.414780	133.414780
78	10000.000000	143.433110	10000.000000	10000.000000	143.433110	10000.000000	143.433110	143.433110	143.433110	143.433110	143.433110
79	10000.000000	154.428830	10000.000000	10000.000000	154.428830	10000.000000	154.428830	154.428830	154.428830	154.428830	154.428830
80	10000.000000	166.157610	10000.000000	10000.000000	166.157610	10000.000000	166.157610	166.157610	166.157610	166.157610	166.157610
81	10000.000000	218.178910	10000.000000	10000.000000	218.178910	10000.000000	218.178910	218.178910	218.178910	218.178910	218.178910
82	10000.000000	286.505400	10000.000000	10000.000000	286.505400	10000.000000	286.505400	286.505400	286.505400	286.505400	286.505400
83	10000.000000	376.378020	10000.000000	10000.000000	376.378020	10000.000000	376.378020	376.378020	376.378020	376.378020	376.378020
84	10000.000000	494.202420	10000.000000	10000.000000	494.202420	10000.000000	494.202420	494.202420	494.202420	494.202420	494.202420
85	10000.000000	648.907590	10000.000000	10000.000000	648.907590	10000.000000	648.907590	648.907590	648.907590	648.907590	648.907590
86	10000.000000	850.587040	10000.000000	10000.000000	850.587040	10000.000000	850.587040	850.587040	850.587040	850.587040	850.587040
87	10000.000000	1118.431500	10000.000000	10000.000000	1118.431500	10000.000000	1118.431500	1118.431500	1118.431500	1118.431500	1118.431500
88	10000.000000	1469.524800	10000.000000	10000.000000	1469.524800	10000.000000	1469.524800	1469.524800	1469.524800	1469.524800	1469.524800
89	10000.000000	1929.203700	10000.000000	10000.000000	1929.203700	10000.000000	1929.203700	1929.203700	1929.203700	1929.203700	1929.203700
90	10000.000000	2533.663600	10000.000000	10000.000000	2533.663600	10000.000000	2533.663600	2533.663600	2533.663600	2533.663600	2533.663600
91	10000.000000	371.744050	10000.000000	10000.000000	371.744050	10000.000000	371.744050	371.744050	371.744050	371.744050	371.744050
92	10000.000000	399.978910	10000.000000	10000.000000	399.978910	10000.000000	399.978910	399.978910	399.978910	399.978910	399.978910
93	10000.000000	430.358310	10000.000000	10000.000000	430.358310	10000.000000	430.358310	430.358310	430.358310	430.358310	430.358310
94	10000.000000	463.045070	10000.000000	10000.000000	463.045070	10000.000000	463.045070	463.045070	463.045070	463.045070	463.045070
95	10000.000000	498.214390	10000.000000	10000.000000	498.214390	10000.000000	498.214390	498.214390	498.214390	498.214390	498.214390
96	10000.000000	536.055050	10000.000000	10000.000000	536.055050	10000.000000	536.055050	536.055050	536.055050	536.055050	536.055050
97	10000.000000	576.769780	10000.000000	10000.000000	576.769780	10000.000000	576.769780	576.769780	576.769780	576.769780	576.769780
98	10000.000000	620.576780	10000.000000	10000.000000	620.576780	10000.000000	620.576780	620.576780	620.576780	620.576780	620.576780
99	10000.000000	667.711120	10000.000000	10000.000000	667.711120	10000.000000	667.711120	667.711120	667.711120	667.711120	667.711120
100	10000.000000	718.425420	10000.000000	10000.000000	718.425420	10000.000000	718.425420	718.425420	718.425420	718.425420	718.425420
